nops,cycles
6205,43184
6206,43200
6207,43291
6208,43211
6209,43197
6210,43148
6211,43170
6212,43148
6213,43225
6214,43241
6215,43200
6216,43161
6217,43110
6218,43274
6219,43221
6220,43204
6221,43240
6222,43222
6223,43347
6224,43297
6225,43275
6226,43279
6227,43190
6228,43289
6229,43290
6230,43273
6231,43297
6232,43197
6233,43318
6234,43236
6235,43295
6236,43240
6237,43353
6238,43391
6239,43434
6240,43374
6241,43469
6242,43293
6243,43446
6244,43389
6245,43391
6246,43368
6247,43378
6248,43356
6249,43398
6250,43409
6251,43418
6252,43532
6253,43552
6254,43483
6255,43577
6256,43548
6257,43446
6258,43581
6259,43460
6260,43472
6261,43531
6262,43542
6263,43586
6264,43531
6265,43571
6266,43603
6267,43460
6268,43576
6269,43650
6270,43622
6271,43693
6272,43766
6273,43659
6274,43654
6275,43611
6276,43718
6277,43573
6278,43629
6279,43668
6280,43618
6281,43758
6282,43739
6283,43744
6284,43654
6285,43675
6286,43693
6287,43584
6288,43789
6289,43723
6290,43783
6291,43659
6292,43662
6293,43651
6294,43742
6295,43748
6296,43814
6297,43794
6298,43673
6299,43741
6300,43786
6301,43762
6302,43847
6303,43799
6304,43907
6305,43857
6306,43939
6307,43939
6308,43804
6309,43939
6310,43840
6311,43822
6312,43922
6313,43812
6314,43901
6315,43901
6316,44003
6317,44029
6318,43858
6319,44027
6320,43928
6321,43886
6322,43987
6323,43858
6324,43974
6325,44004
6326,44076
6327,44054
6328,43902
6329,43979
6330,43919
6331,44129
6332,43937
6333,44170
6334,44060
6335,44059
6336,44031
6337,44066
6338,44035
6339,44097
6340,44061
6341,44241
6342,44020
6343,44173
6344,44093
6345,44041
6346,44091
6347,43981
6348,44102
6349,44114
6350,44163
6351,44253
6352,44167
6353,44169
6354,44156
6355,44224
6356,44176
6357,44165
6358,44089
6359,44136
6360,44220
6361,44238
6362,44191
6363,44236
6364,44209
6365,44313
6366,44381
6367,44323
6368,44276
6369,44391
6370,44308
6371,44259
6372,44320
6373,44253
6374,44300
6375,44365
6376,44356
6377,44374
6378,44352
6379,44423
6380,44291
6381,44256
6382,44457
6383,44351
6384,44400
6385,44429
6386,44428
6387,44406
6388,44370
6389,44409
6390,44463
6391,44365
6392,44555
6393,44394
6394,44411
6395,44327
6396,44465
6397,44437
6398,44549
6399,44564
6400,44565
6401,44519
6402,44638
6403,44519
6404,44548
6405,44456
6406,44550
6407,44495
6408,44586
6409,44557
6410,44555
6411,44550
6412,44554
6413,44658
6414,44594
6415,44611
6416,44617
6417,44638
6418,44554
6419,44570
6420,44741
6421,44577
6422,44624
6423,44739
6424,44785
6425,44585
6426,44796
6427,44706
6428,44580
6429,44801
6430,44820
6431,44638
6432,44799
6433,44865
6434,44738
6435,44711
6436,44854
6437,44732
6438,44795
6439,44703
6440,44802
6441,44709
6442,44727
6443,44740
6444,44843
6445,44743
6446,44809
6447,44952
6448,44826
6449,44814
6450,44946
6451,44831
6452,44784
6453,44842
6454,44874
6455,44883
6456,44927
6457,44967
6458,44853
6459,44994
6460,44915
6461,45032
6462,44978
6463,44944
6464,45048
6465,44979
6466,44986
6467,44936
6468,45008
6469,44974
6470,44882
6471,44911
6472,44913
6473,44841
6474,44920
6475,44944
6476,44911
6477,45095
6478,45046
6479,45088
6480,45061
6481,45119
6482,45099
6483,45165
6484,45185
6485,45090
6486,45012
6487,45195
6488,45125
6489,45116
6490,45059
6491,45097
6492,45011
6493,45259
6494,45221
6495,45193
6496,45370
6497,45118
6498,45157
6499,45229
6500,45228
6501,45318
6502,45311
6503,45220
6504,45320
6505,45243
6506,45210
6507,45208
6508,45216
6509,45184
6510,45244
6511,45293
6512,45390
6513,45319
6514,45284
6515,45410
6516,45160
6517,45238
6518,45199
6519,45287
6520,45296
6521,45415
6522,45402
6523,45220
6524,45308
6525,45482
6526,45436
6527,45442
6528,45512
6529,45498
6530,45388
6531,45369
6532,45575
6533,45292
6534,45427
6535,45431
6536,45437
6537,45439
6538,45399
6539,45404
6540,45483
6541,45578
6542,45526
6543,45671
6544,45351
6545,45472
6546,45450
6547,45628
6548,45547
6549,45726
6550,45420
6551,45572
6552,45718
6553,45548
6554,45576
6555,45604
6556,45550
6557,45758
6558,45677
6559,45678
6560,45680
6561,45642
6562,45599
6563,45818
6564,45778
6565,45697
6566,45517
6567,45627
6568,45620
6569,45663
6570,45688
6571,45635
6572,45640
6573,45777
6574,45731
6575,45647
6576,45806
6577,45710
6578,45755
6579,45732
6580,45849
6581,45776
6582,45780
6583,45850
6584,45859
6585,45762
6586,45674
6587,45885
6588,45802
6589,45898
6590,45863
6591,45925
6592,45830
6593,45870
6594,45930
6595,45802
6596,45870
6597,45845
6598,45792
6599,45749
6600,45854
6601,45926
6602,45773
6603,45861
6604,45944
6605,46051
6606,45838
6607,45977
6608,45968
6609,45899
6610,45948
6611,45908
6612,45943
6613,45954
6614,45979
6615,45967
6616,46038
6617,45966
6618,46000
6619,46050
6620,45865
6621,46157
6622,45946
6623,45979
6624,46137
6625,46161
6626,46043
6627,46136
6628,46166
6629,46130
6630,46251
6631,46038
6632,46095
6633,46199
6634,46178
6635,46270
6636,46301
6637,46064
6638,46177
6639,46264
6640,46193
6641,46181
6642,46109
6643,46074
6644,46071
6645,46085
6646,46138
6647,46249
6648,46263
6649,46238
6650,46224
6651,46272
6652,46233
6653,46416
6654,46333
6655,46373
6656,46359
6657,46290
6658,46237
6659,46343
6660,46249
6661,46319
6662,46282
6663,46294
6664,46315
6665,46251
6666,46414
6667,46326
6668,46364
6669,46362
6670,46496
6671,46468
6672,46398
6673,46300
6674,46466
6675,46378
6676,46477
6677,46583
6678,46444
6679,46430
6680,46453
6681,46528
6682,46408
6683,46421
6684,46309
6685,46596
6686,46649
6687,46634
6688,46569
6689,46565
6690,46647
6691,46590
6692,46509
6693,46548
6694,46597
6695,46541
6696,46509
6697,46496
6698,46715
6699,46605
6700,46631
6701,46729
6702,46747
6703,46601
6704,46539
6705,46533
6706,46516
6707,46658
6708,46622
6709,46554
6710,46621
6711,46784
6712,46709
6713,46561
6714,46699
6715,46686
6716,46702
6717,46744
6718,46737
6719,46653
6720,46692
6721,46837
6722,46827
6723,46695
6724,46774
6725,46881
6726,46630
6727,46939
6728,46676
6729,46822
6730,46862
6731,46881
6732,46840
6733,46734
6734,46673
6735,46952
6736,46844
6737,46844
6738,46835
6739,46957
6740,46870
6741,46970
6742,46956
6743,46917
6744,46915
6745,46920
6746,46810
6747,46967
6748,46836
6749,46851
6750,46980
6751,46939
6752,47106
6753,47089
6754,46907
6755,47009
6756,46965
6757,47097
6758,46893
6759,46906
6760,46965
6761,47134
6762,47078
6763,46887
6764,47024
6765,47081
6766,47184
6767,46909
6768,47009
6769,47183
6770,47102
6771,47076
6772,47043
6773,46965
6774,47156
6775,47111
6776,47149
6777,47134
6778,47210
6779,47128
6780,47070
6781,47122
6782,47170
6783,47217
6784,47265
6785,47219
6786,47156
6787,47315
6788,47223
6789,47188
6790,47125
6791,47202
6792,47173
6793,47302
6794,47285
6795,47232
6796,47333
6797,47306
6798,47246
6799,47206
6800,47295
6801,47208
6802,47438
6803,47321
6804,47269
6805,47265
6806,47407
6807,47398
6808,47303
6809,47235
6810,47312
6811,47278
6812,47210
6813,47368
6814,47404
6815,47542
6816,47505
6817,47397
6818,47370
6819,47444
6820,47416
6821,47348
6822,47362
6823,47466
6824,47372
6825,47362
6826,47459
6827,47612
6828,47477
6829,47519
6830,47565
6831,47614
6832,47507
6833,47437
6834,47438
6835,47543
6836,47679
6837,47579
6838,47561
6839,47651
6840,47550
6841,47450
6842,47488
6843,47573
6844,47590
6845,47684
6846,47632
6847,47715
6848,47531
6849,47711
6850,47585
6851,47597
6852,47714
6853,47721
6854,47695
6855,47645
6856,47714
6857,47579
6858,47615
6859,47722
6860,47752
6861,47741
6862,47632
6863,47625
6864,47752
6865,47727
6866,47871
6867,47750
6868,47814
6869,47837
6870,47723
6871,47726
6872,47688
6873,47755
6874,47813
6875,47844
6876,47877
6877,47867
6878,47940
6879,47979
6880,47884
6881,47888
6882,47775
6883,47784
6884,47942
6885,47921
6886,47869
6887,47919
6888,48024
6889,47836
6890,47890
6891,47884
6892,47808
6893,48055
6894,47969
6895,47950
6896,47904
6897,47839
6898,48056
6899,47959
6900,48036
6901,48094
6902,47868
6903,47978
6904,48006
6905,47943
6906,47851
6907,48042
6908,48055
6909,48081
6910,48156
6911,47990
6912,48091
6913,48104
6914,47937
6915,48238
6916,48160
6917,48088
6918,48162
6919,48215
6920,48019
6921,48208
6922,48087
6923,47976
6924,48245
6925,48197
6926,48195
6927,48232
6928,48281
6929,48091
6930,48212
6931,48211
6932,48142
6933,48324
6934,48084
6935,48170
6936,48178
6937,48231
6938,48253
6939,48206
6940,48235
6941,48318
6942,48427
6943,48252
6944,48221
6945,48271
6946,48276
6947,48362
6948,48340
6949,48386
6950,48442
6951,48200
6952,48247
6953,48361
6954,48344
6955,48296
6956,48357
6957,48475
6958,48468
6959,48539
6960,48267
6961,48299
6962,48475
6963,48364
6964,48401
6965,48417
6966,48434
6967,48354
6968,48316
6969,48550
6970,48507
6971,48485
6972,48338
6973,48525
6974,48527
6975,48625
6976,48494
6977,48446
6978,48649
6979,48626
6980,48581
6981,48500
6982,48544
6983,48554
6984,48642
6985,48520
6986,48581
6987,48523
6988,48626
6989,48575
6990,48571
6991,48566
6992,48661
6993,48690
6994,48610
6995,48634
6996,48590
6997,48698
6998,48607
6999,48586
7000,48643
7001,48714
7002,48749
7003,48652
7004,48631
7005,48744
7006,48765
7007,48787
7008,48811
7009,48798
7010,48711
7011,48699
7012,48762
7013,48754
7014,48758
7015,48817
7016,48830
7017,48826
7018,48815
7019,48721
7020,48749
7021,48913
7022,48884
7023,48809
7024,48780
7025,48862
7026,48847
7027,48850
7028,48904
7029,48848
7030,48909
7031,48900
7032,48839
7033,48903
7034,48873
7035,48964
7036,48876
7037,48909
7038,48918
7039,48954
7040,48974
7041,49029
7042,48935
7043,48959
7044,48899
7045,48936
7046,49045
7047,49101
7048,48966
7049,48983
7050,49073
7051,48939
7052,48919
7053,48992
7054,48995
7055,49206
7056,49147
7057,49087
7058,49059
7059,49053
7060,49081
7061,49080
7062,49030
7063,49073
7064,49159
7065,49218
7066,49114
7067,49101
7068,49057
7069,49255
7070,49127
7071,49133
7072,49113
7073,49377
7074,49264
7075,49249
7076,49233
7077,49167
7078,49244
7079,49155
7080,49115
7081,49122
7082,49266
7083,49250
7084,49250
7085,49349
7086,49244
7087,49291
7088,49237
7089,49163
7090,49192
7091,49382
7092,49294
7093,49278
7094,49332
7095,49503
7096,49292
7097,49269
7098,49338
7099,49373
7100,49315
7101,49431
7102,49423
7103,49421
7104,49648
7105,49423
7106,49346
7107,49428
7108,49417
7109,49410
7110,49487
7111,49458
7112,49441
7113,49244
7114,49421
7115,49483
7116,49447
7117,49513
7118,49549
7119,49519
7120,49522
7121,49500
7122,49284
7123,49500
7124,49581
7125,49517
7126,49503
7127,49525
7128,49552
7129,49543
7130,49565
7131,49627
7132,49576
7133,49661
7134,49627
7135,49678
7136,49705
7137,49621
7138,49674
7139,49671
7140,49741
7141,49673
7142,49645
7143,49699
7144,49633
7145,49638
7146,49708
7147,49668
7148,49649
7149,49717
7150,49751
7151,49766
7152,49757
7153,49843
7154,49711
7155,49712
7156,49707
7157,49730
7158,49758
7159,49747
7160,49764
7161,49783
7162,49828
7163,49739
7164,49738
7165,49924
7166,49882
7167,49850
7168,49891
7169,49895
7170,49891
7171,49862
7172,49857
7173,49877
7174,50116
7175,49856
7176,49831
7177,49945
7178,49896
7179,49842
7180,49801
7181,49908
7182,49987
7183,49936
7184,49987
7185,50083
7186,49941
7187,49907
7188,50072
7189,50005
7190,49926
7191,49873
7192,49911
7193,50075
7194,49969
7195,49952
7196,50069
7197,50144
7198,50129
7199,50109
7200,50117
7201,50034
7202,50065
7203,50117
7204,50191
7205,50064
7206,50125
7207,50151
7208,50137
7209,50220
7210,50196
7211,50145
7212,50073
7213,50241
7214,50222
7215,50168
7216,50170
7217,50178
7218,50142
7219,50097
7220,50262
7221,50057
7222,50186
7223,50202
7224,50216
7225,50109
7226,50242
7227,50229
7228,50206
7229,50219
7230,50335
7231,50281
7232,50315
7233,50291
7234,50334
7235,50214
7236,50300
7237,50400
7238,50276
7239,50311
7240,50326
7241,50360
7242,50302
7243,50227
7244,50284
7245,50427
7246,50454
7247,50419
7248,50375
7249,50376
7250,50370
7251,50354
7252,50376
7253,50435
7254,50516
7255,50482
7256,50452
7257,50401
7258,50427
7259,50378
7260,50304
7261,50548
7262,50576
7263,50610
7264,50580
7265,50537
7266,50521
7267,50528
7268,50552
7269,50638
7270,50509
7271,50527
7272,50680
7273,50535
7274,50621
7275,50548
7276,50549
7277,50755
7278,50625
7279,50529
7280,50599
7281,50597
7282,50613
7283,50633
7284,50629
7285,50664
7286,50730
7287,50617
7288,50665
7289,50890
7290,50632
7291,50659
7292,50671
7293,50676
7294,50749
7295,50768
7296,50819
7297,50737
7298,50716
7299,50847
7300,50819
7301,50726
7302,50705
7303,50756
7304,50801
7305,50818
7306,50799
7307,50855
7308,50808
7309,50801
7310,50767
7311,50862
7312,50841
7313,50847
7314,50822
7315,50839
7316,50744
7317,50836
7318,50847
7319,50736
7320,50950
7321,50824
7322,50984
7323,50844
7324,50995
7325,51032
7326,50958
7327,50896
7328,51017
7329,50989
7330,50961
7331,51016
7332,50981
7333,50978
7334,51036
7335,51035
7336,50984
7337,51004
7338,51037
7339,51134
7340,51077
7341,51088
7342,51075
7343,51104
7344,51225
7345,51076
7346,51009
7347,51096
7348,51009
7349,51053
7350,51105
7351,51127
7352,51119
7353,51005
7354,51118
7355,51150
7356,51138
7357,51083
7358,51264
7359,51212
7360,51185
7361,51078
7362,51158
7363,51232
7364,51221
7365,51189
7366,51204
7367,51236
7368,51180
7369,51219
7370,51292
7371,51238
7372,51165
7373,51314
7374,51424
7375,51290
7376,51231
7377,51322
7378,51423
7379,51339
7380,51300
7381,51392
7382,51322
7383,51270
7384,51369
7385,51341
7386,51245
7387,51261
7388,51330
7389,51384
7390,51440
7391,51402
7392,51433
7393,51425
7394,51457
7395,51552
7396,51510
7397,51429
7398,51330
7399,51502
7400,51426
7401,51488
7402,51547
7403,51621
7404,51695
7405,51740
7406,51735
7407,51870
7408,51754
7409,51794
7410,51775
7411,51806
7412,51920
7413,51870
7414,51538
7415,51513
7416,51545
7417,51627
7418,51597
7419,51538
7420,51653
7421,51598
7422,51660
7423,51760
7424,51556
7425,51765
7426,51632
7427,51625
7428,51623
7429,51692
7430,51623
7431,51650
7432,51683
7433,51625
7434,51705
7435,51781
7436,51617
7437,51845
7438,51746
7439,51787
7440,51839
7441,51810
7442,51894
7443,51767
7444,51786
7445,51820
7446,51763
7447,51818
7448,51820
7449,51776
7450,51860
7451,51713
7452,51718
7453,51899
7454,51935
7455,51938
7456,51908
7457,51838
7458,51814
7459,51969
7460,51790
7461,51960
7462,51920
7463,51805
7464,51906
7465,51843
7466,51894
7467,51987
7468,51990
7469,51951
7470,51903
7471,52062
7472,51971
7473,52062
7474,51935
7475,51870
7476,52034
7477,51978
7478,51881
7479,51939
7480,51980
7481,51926
7482,51922
7483,51900
7484,51854
7485,51964
7486,52149
7487,52085
7488,51947
7489,52025
7490,51957
7491,52033
7492,52085
7493,52132
7494,52144
7495,52041
7496,52078
7497,52118
7498,52152
7499,52109
7500,52004
7501,52036
7502,52162
7503,52210
7504,52249
7505,52172
7506,52172
7507,52135
7508,52230
7509,52313
7510,52179
7511,52211
7512,52242
7513,52293
7514,52097
7515,52148
7516,52226
7517,52255
7518,52353
7519,52253
7520,52284
7521,52361
7522,52329
7523,52287
7524,52203
7525,52265
7526,52396
7527,52328
7528,52440
7529,52301
7530,52201
7531,52424
7532,52294
7533,52387
7534,52451
7535,52324
7536,52372
7537,52236
7538,52375
7539,52251
7540,52497
7541,52368
7542,52415
7543,52498
7544,52270
7545,52395
7546,52478
7547,52419
7548,52379
7549,52422
7550,52412
7551,52547
7552,52553
7553,52592
7554,52456
7555,52535
7556,52666
7557,52437
7558,52485
7559,52556
7560,52518
7561,52558
7562,52497
7563,52403
7564,52604
7565,52641
7566,52714
7567,52610
7568,52555
7569,52607
7570,52593
7571,52518
7572,52632
7573,52665
7574,52714
7575,52588
7576,52546
7577,52608
7578,52647
7579,52644
7580,52744
7581,52581
7582,52807
7583,52786
7584,52810
7585,52843
7586,52634
7587,52794
7588,52848
7589,52564
7590,52838
7591,52743
7592,52801
7593,52865
7594,52758
7595,52775
7596,52653
7597,52998
7598,52717
7599,52840
7600,52836
7601,52736
7602,52825
7603,52853
7604,52738
7605,53018
7606,52782
7607,52881
7608,52956
7609,52854
7610,52902
7611,53016
7612,52867
7613,52928
7614,53045
7615,53099
7616,53037
7617,53101
7618,53060
7619,53113
7620,52996
7621,52958
7622,53015
7623,53063
7624,53022
7625,53137
7626,53028
7627,53046
7628,53138
7629,52921
7630,53141
7631,53003
7632,52980
7633,53136
7634,53063
7635,52943
7636,53136
7637,53148
7638,53109
7639,53084
7640,53163
7641,53031
7642,53229
7643,52968
7644,53191
7645,53314
7646,53260
7647,53236
7648,53251
7649,53140
7650,53361
7651,53349
7652,53156
7653,53155
7654,53151
7655,53214
7656,53231
7657,53287
7658,53176
7659,53374
7660,53194
7661,53263
7662,53271
7663,53290
7664,53297
7665,53322
7666,53226
7667,53311
7668,53257
7669,53449
7670,53342
7671,53435
7672,53275
7673,53227
7674,53266
7675,53325
7676,53310
7677,53540
7678,53451
7679,53502
7680,53353
7681,53366
7682,53301
7683,53454
7684,53434
7685,53301
7686,53458
7687,53396
7688,53607
7689,53512
7690,53540
7691,53476
7692,53454
7693,53409
7694,53511
7695,53494
7696,53658
7697,53566
7698,53556
7699,53390
7700,53623
7701,53580
7702,53653
7703,53485
7704,53577
7705,53463
7706,53616
7707,53396
7708,53619
7709,53748
7710,53752
7711,53538
7712,53737
7713,53568
7714,53720
7715,53817
7716,53583
7717,53588
7718,53575
7719,53809
7720,53565
7721,53817
7722,53585
7723,53838
7724,53575
7725,53645
7726,53730
7727,53854
7728,53675
7729,53848
7730,53697
7731,53755
7732,53708
7733,53851
7734,53787
7735,53811
7736,53775
7737,53773
7738,53672
7739,53782
7740,53784
7741,53975
7742,53921
7743,53926
7744,53892
7745,53875
7746,53812
7747,53885
7748,53897
7749,53959
7750,53879
7751,53952
7752,53891
7753,53829
7754,53812
7755,53898
7756,53931
7757,54008
7758,53952
7759,54060
7760,53903
7761,53870
7762,53957
7763,54123
7764,53864
7765,53848
7766,54072
7767,54055
7768,54002
7769,54066
7770,53985
7771,53873
7772,54108
7773,54239
7774,53985
7775,54112
7776,54071
7777,54060
7778,54101
7779,54010
7780,54203
7781,54268
7782,53982
7783,54179
7784,54119
7785,54035
7786,54111
7787,54150
7788,54151
7789,54209
7790,54206
7791,54099
7792,54305
7793,54295
7794,54071
7795,54202
7796,54189
7797,54172
7798,54185
7799,54147
7800,54281
7801,54251
7802,54150
7803,54238
7804,54242
7805,54401
7806,54344
7807,54339
7808,54275
7809,54296
7810,54399
7811,54343
7812,54312
7813,54375
7814,54383
7815,54341
7816,54339
7817,54281
7818,54318
7819,54432
7820,54274
7821,54363
7822,54438
7823,54412
7824,54313
7825,54559
7826,54519
7827,54491
7828,54331
7829,54360
7830,54485
7831,54445
7832,54356
7833,54524
7834,54468
7835,54350
7836,54479
7837,54608
7838,54526
7839,54472
7840,54608
7841,54442
7842,54523
7843,54496
7844,54633
7845,54604
7846,54527
7847,54519
7848,54612
7849,54457
7850,54581
7851,54566
7852,54616
7853,54529
7854,54563
7855,54774
7856,54661
7857,54771
7858,54498
7859,54696
7860,54583
7861,54632
7862,54623
7863,54623
7864,54705
7865,54759
7866,54725
7867,54727
7868,54597
7869,54733
7870,54750
7871,54718
7872,54882
7873,54807
7874,54838
7875,54765
7876,54673
7877,54901
7878,54860
7879,54754
7880,54765
7881,54737
7882,54838
7883,54804
7884,54917
7885,54747
7886,54815
7887,54898
7888,54906
7889,54931
7890,54803
7891,54778
7892,54908
7893,54983
7894,54846
7895,54965
7896,54747
7897,54860
7898,54829
7899,54814
7900,54949
7901,55078
7902,54945
7903,55090
7904,54891
7905,54981
7906,54962
7907,55064
7908,54963
7909,54946
7910,55090
7911,54938
7912,55046
7913,55115
7914,54961
7915,55095
7916,55010
7917,55031
7918,55161
7919,55027
7920,55128
7921,55175
7922,54993
7923,55113
7924,54965
7925,55262
7926,55110
7927,55093
7928,55164
7929,54996
7930,55156
7931,55108
7932,55040
7933,55359
7934,55257
7935,55215
7936,55273
7937,55120
7938,55172
7939,55214
7940,55305
7941,55123
7942,55169
7943,55279
7944,55173
7945,55282
7946,55318
7947,55248
7948,55340
7949,55193
7950,55245
7951,55405
7952,55287
7953,55348
7954,55404
7955,55242
7956,55291
7957,55461
7958,55220
7959,55330
7960,55346
7961,55330
7962,55330
7963,55247
7964,55318
7965,55620
7966,55386
7967,55448
7968,55373
7969,55418
7970,55415
7971,55378
7972,55459
7973,55625
7974,55384
7975,55494
7976,55388
7977,55467
7978,55476
7979,55409
7980,55481
7981,55674
7982,55423
7983,55580
7984,55493
7985,55528
7986,55568
7987,55489
7988,55669
7989,55460
7990,55425
7991,55664
7992,55482
7993,55714
7994,55596
7995,55520
7996,55675
7997,55570
7998,55597
7999,55718
8000,55572
8001,55840
8002,55667
8003,55714
8004,55634
8005,55779
8006,55737
8007,55663
8008,55766
8009,55580
8010,55629
8011,55754
8012,55722
8013,55674
8014,55809
8015,55651
8016,55810
8017,55881
8018,55680
8019,55701
8020,55770
8021,55840
8022,55761
8023,55866
8024,55751
8025,55649
8026,55858
8027,55722
8028,55767
8029,55960
8030,55875
8031,55943
8032,55914
8033,55783
8034,55964
8035,55927
8036,55929
8037,55918
8038,55855
8039,55891
8040,55859
8041,55974
8042,55958
8043,55937
8044,55914
8045,56013
8046,55931
8047,55976
8048,55940
8049,56020
8050,56015
8051,55977
8052,55976
8053,55973
8054,56024
8055,55985
8056,56026
8057,56040
8058,56004
8059,56046
8060,55980
8061,56124
8062,56144
8063,56143
8064,56088
8065,56140
8066,56160
8067,56112
8068,56126
8069,56136
8070,56123
8071,56177
8072,56111
8073,56088
8074,56150
8075,56154
8076,56060
8077,56255
8078,56096
8079,56145
8080,56281
8081,56219
8082,56191
8083,56211
8084,56225
8085,56227
8086,56227
8087,56185
8088,56216
8089,56236
8090,56202
8091,56220
8092,56324
8093,56309
8094,56437
8095,56441
8096,56293
8097,56409
8098,56358
8099,56316
8100,56340
8101,56293
8102,56323
8103,56353
8104,56341
8105,56299
8106,56470
8107,56280
8108,56424
8109,56558
8110,56371
8111,56490
8112,56397
8113,56406
8114,56459
8115,56425
8116,56380
8117,56472
8118,56445
8119,56417
8120,56509
8121,56485
8122,56366
8123,56584
8124,56442
8125,56554
8126,56566
8127,56568
8128,56557
8129,56535
8130,56572
8131,56549
8132,56512
8133,56610
8134,56639
8135,56504
8136,56528
8137,56690
8138,56539
8139,56617
8140,56680
8141,56630
8142,56599
8143,56677
8144,56601
8145,56646
8146,56652
8147,56645
8148,56673
8149,56676
8150,56797
8151,56576
8152,56712
8153,56653
8154,56623
8155,56783
8156,56681
8157,56783
8158,56796
8159,56809
8160,56778
8161,56807
8162,56764
8163,56761
8164,56781
8165,56870
8166,56898
8167,56836
8168,56838
8169,56666
8170,56700
8171,56788
8172,56821
8173,56900
8174,56882
8175,56835
8176,56843
8177,56892
8178,56879
8179,56862
8180,56731
8181,56867
8182,56903
8183,56807
8184,57047
8185,56925
8186,56891
8187,56875
8188,56934
8189,56991
8190,56994
8191,57063
